split,relative_path,class_name,label,class_index
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431625.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431643.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431684.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431724.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431741.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431757.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431789.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431804.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431819.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825044.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825089.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825104.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825119.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825132.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825162.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825180.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825199.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825214.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825228.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825238.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825257.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825299.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825354.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825397.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825412.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White king/resized_1691045825429.jpg,White king,white_king,7
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059395871.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059395889.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059395942.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059395960.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059395979.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396019.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396038.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396075.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396092.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396112.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396154.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396196.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396229.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396250.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396283.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396298.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White knight/resized_1691059396314.jpg,White knight,white_knight,8
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276445.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276460.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276476.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276493.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276528.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276588.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276605.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276624.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276643.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276666.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276698.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276732.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276797.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276873.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276905.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276920.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White pawn/resized_1691059276936.jpg,White pawn,white_pawn,9
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426661.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426672.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426681.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426698.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426710.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426748.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426759.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426805.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426817.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426837.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426864.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426888.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426915.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426925.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426947.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426958.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White queen/resized_1691045426977.jpg,White queen,white_queen,10
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353623.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353662.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353680.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353701.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353758.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353775.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353793.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353810.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353827.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353884.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353921.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353939.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353957.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059353981.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059354000.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059354016.jpg,White rook,white_rook,11
train,raw/all_resized_into_sub_folders_640/White rook/resized_1691059354049.jpg,White rook,white_rook,11
